Id,MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,HeatingQC,CentralAir,Electrical,BsmtFullBath,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageCars,GarageQual,GarageCond,PavedDrive,Fence,SaleType,SaleCondition,SalePrice,group,lotarea_new,grlivarea_new,_1stflrsf_new,age_built,age_remode,y
402,20,RL,Pave,OT,IR,Low,Other,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,24,Ex,Y,type1,0,2,3,1,Gd,6,1,Gd,Attchd,2,TA,TA,Y,OT,New,Partial,164990,train,9.078749952,7.177782416,7.177782416,6,6,12.01364015
403,30,RL,Pave,OT,Reg,Low,Other,Sawyer,Norm,Type1,Type2,5,8,Other,type2,type2,TA,PConc,TA,TA,No,0,Ex,Y,type1,0,1,2,1,TA,4,0,OT,type1,1,TA,TA,N,GdPrv,old,Normal,108000,train,9.230142999,6.510258341,6.510258341,71,14,11.58988651
404,60,RL,Pave,OT,Reg,Low,Other,NoRidge,Norm,Type1,Type2,8,5,Hip,type3,type3,Gd,PConc,Gd,TA,No,0,Gd,Y,type1,0,2,4,1,Gd,10,1,TA,BuiltIn,2,TA,TA,Y,OT,old,Family,258000,train,9.400133944,7.724446646,7.060476366,13,13,12.46071486
405,60,RL,Pave,OT,IR,Low,Other,Gilbert,Norm,Type1,Type2,6,5,Other,type2,type2,TA,PConc,Gd,TA,No,0,Gd,Y,type1,0,2,3,1,TA,7,1,TA,BuiltIn,2,TA,TA,Y,OT,old,Normal,168000,train,9.246093542,7.360103973,6.692083743,16,15,12.03171926
406,20,RL,Pave,OT,IR,Low,Other,Sawyer,Artery,Type1,Type2,4,4,Other,type3,type3,TA,CBlock,TA,TA,No,1116,Ex,Y,type1,1,2,3,1,TA,8,1,TA,Attchd,2,TA,TA,Y,GdWo,old,Normal,150000,train,9.209439967,7.390181428,7.390181428,35,18,11.91839057
407,50,RL,Pave,OT,Reg,Low,Other,SWISU,Norm,Type1,Type1,6,5,Other,type2,type2,TA,type1,TA,TA,No,0,Ex,Y,type2,0,1,3,1,TA,6,0,OT,type1,1,TA,TA,Y,OT,old,Normal,115000,train,9.257223958,7.401841579,7.061334367,75,61,11.65268741
408,70,RL,Pave,OT,Reg,Low,Other,Crawfor,Norm,Type1,Type2,6,7,Other,type2,type3,TA,type1,Gd,TA,No,0,Ex,Y,type1,0,2,4,1,TA,8,0,OT,Attchd,1,TA,TA,Y,OT,old,Normal,177000,train,9.653486547,7.426549072,6.733401892,96,35,12.08390501
409,60,RL,Pave,OT,Reg,Low,Other,NridgHt,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Ex,Gd,No,0,Ex,Y,type1,0,2,3,1,Gd,9,1,Gd,Attchd,3,TA,TA,Y,OT,New,Partial,280000,train,9.557752549,7.683403681,6.97634807,5,5,12.54254488
410,60,FV,Pave,OT,Reg,Low,Other,Somerst,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Ex,TA,No,789,Ex,Y,type1,1,2,3,1,Ex,8,1,Gd,Attchd,3,TA,TA,Y,OT,New,Partial,339750,train,9.287301413,7.639161172,6.956545443,4,3,12.73596533
411,20,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type2,5,3,Other,type1,type1,TA,CBlock,TA,Fa,No,0,TA,Y,type2,0,1,3,1,TA,5,0,OT,Attchd,1,TA,TA,Y,OT,old,Family,60000,train,9.166492972,7.151485464,7.151485464,53,53,11.00209984
412,190,RL,Pave,OT,Reg,Bnk,Other,Gilbert,Norm,Type2,Type2,5,5,Hip,type2,type2,TA,CBlock,TA,TA,Mn,1056,TA,N,type1,1,1,3,1,TA,5,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,145000,train,10.45305301,6.962243464,6.962243464,56,56,11.88448902
413,20,FV,Pave,OT,IR,Low,Other,Somerst,Norm,Type1,Type2,7,5,Other,type2,type2,Ex,PConc,Ex,TA,Mn,578,Ex,Y,type1,1,2,2,1,Gd,7,1,Gd,Attchd,2,TA,TA,Y,OT,New,Partial,222000,train,8.390041406,7.298445102,7.298445102,2,2,12.31043266
414,30,RM,Pave,Gr,Reg,Low,Other,OldTown,Artery,Type1,Type2,5,6,Other,type2,type2,TA,CBlock,TA,TA,No,0,Gd,Y,type2,0,1,2,1,TA,5,1,Gd,type1,2,TA,TA,Y,OT,old,Normal,115000,train,9.100525506,6.935370446,6.935370446,84,61,11.65268741
415,60,RL,Pave,OT,IR,Low,CulD,SawyerW,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,No,50,Ex,Y,type1,0,2,3,1,Gd,9,1,TA,Attchd,3,TA,TA,Y,OT,old,Normal,228000,train,9.326165938,7.648263031,6.98471632,18,18,12.33710091
416,20,RL,Pave,OT,IR,Low,Other,Gilbert,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,24,Ex,Y,type1,0,2,3,1,Gd,6,0,OT,Attchd,2,TA,TA,Y,OT,New,Partial,181134,train,9.09369419,7.200424893,7.200424893,4,4,12.10699237
417,60,RL,Pave,OT,Reg,Low,Other,Sawyer,Norm,Type1,Type2,6,7,Hip,type3,type3,TA,CBlock,TA,TA,No,209,TA,Y,type1,0,1,3,1,TA,6,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,149500,train,8.967504187,7.244227516,6.510258341,33,33,11.91505167
418,70,RL,Pave,OT,IR,Low,Other,Crawfor,Artery,Type1,Type2,6,6,Hip,type2,type2,TA,type1,Gd,TA,No,1128,TA,N,type2,1,2,4,1,TA,10,1,Gd,type1,3,TA,TA,N,OT,old,Normal,239000,train,10.0177087,7.87245515,7.222566019,93,61,12.38421883
419,50,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type1,5,6,Other,type2,type2,TA,type1,TA,TA,No,312,Fa,N,type2,1,1,3,1,TA,7,0,OT,type1,1,TA,TA,P,OT,old,Family,126000,train,9.006999448,7.033506484,6.628041376,71,61,11.74403719
420,20,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type2,5,6,Other,type3,type3,TA,CBlock,TA,TA,No,775,Ex,Y,type1,1,1,3,1,TA,6,1,Fa,Attchd,1,TA,TA,Y,OT,old,Normal,142000,train,9.04192172,6.962243464,6.962243464,43,43,11.86358234
421,90,RM,Pave,OT,Reg,Low,Other,Mitchel,Norm,Type2,Type1,7,5,Other,type3,type3,TA,PConc,Gd,Gd,Gd,1309,Ex,Y,type1,2,2,2,2,TA,8,0,OT,Attchd,4,TA,TA,Y,OT,old,Family,206300,train,8.862200331,7.203405521,7.203405521,14,13,12.2370867
422,20,RL,Pave,OT,IR,Low,Other,NWAmes,Norm,Type1,Type2,6,7,Other,type3,type3,Gd,CBlock,Gd,TA,No,1246,Gd,Y,type1,0,2,3,1,Gd,8,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,215000,train,9.719264189,7.379008128,7.379008128,34,11,12.27839331
423,20,RL,Pave,OT,Reg,Low,Other,Mitchel,Artery,Type1,Type2,5,5,Hip,type3,type3,TA,CBlock,TA,TA,No,0,Ex,Y,type2,0,1,2,1,TA,4,0,OT,Attchd,2,TA,TA,N,OT,old,Normal,113000,train,9.987369037,6.895682698,6.895682698,57,57,11.6351431
424,60,RL,Pave,OT,Reg,Low,Other,NoRidge,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Gd,TA,No,986,Gd,Y,type1,1,2,4,1,Gd,8,1,TA,Attchd,3,TA,TA,Y,OT,old,Normal,315000,train,9.126958763,7.874739125,7.29301768,13,13,12.66032792
425,20,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type2,6,5,Other,type2,type2,TA,CBlock,Gd,TA,No,616,Gd,Y,type2,1,1,2,1,TA,6,1,Gd,Attchd,1,TA,TA,Y,OT,old,Normal,139000,train,9.104979856,7.086737935,7.086737935,55,55,11.84222921
426,60,RM,Pave,Gr,Reg,Low,Other,OldTown,Norm,Type1,Type2,7,8,Other,type3,type3,TA,CBlock,TA,TA,No,0,Gd,Y,type1,0,1,3,1,TA,6,2,Gd,type1,1,TA,TA,P,OT,old,Normal,135000,train,8.125039097,7.236339343,6.561030666,65,19,11.81303006
427,80,RL,Pave,OT,Reg,Low,Other,SawyerW,Norm,Type1,Type2,7,5,Other,type2,type2,Gd,PConc,Gd,TA,Gd,1518,Gd,Y,type1,1,2,2,1,Gd,5,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,275000,train,9.45720045,7.404887576,7.404887576,22,22,12.52452638
428,20,RL,Pave,OT,IR,Low,Other,NAmes,Norm,Type1,Type2,4,6,Hip,type2,type2,TA,CBlock,TA,TA,No,288,Ex,Y,type1,0,1,3,1,TA,5,0,OT,type1,1,TA,TA,Y,OT,old,Normal,109008,train,9.058703197,6.81014245,6.81014245,54,54,11.59917655
429,20,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,No,664,Ex,Y,type1,1,2,2,1,Gd,6,0,OT,Attchd,2,TA,TA,Y,OT,New,Partial,195400,train,8.819073983,7.096721379,7.096721379,4,4,12.18280402
430,20,RL,Pave,OT,IR,Low,Other,Timber,Norm,Type1,Type2,6,5,Other,type3,type3,TA,CBlock,Gd,TA,Mn,1005,TA,Y,type1,1,2,3,1,Gd,6,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,175000,train,9.346356176,7.252762418,7.252762418,23,23,12.07254125
431,160,RM,Pave,OT,Reg,Low,Other,BrDale,Norm,Type2,Type2,6,5,Other,type3,type3,TA,CBlock,TA,TA,No,387,TA,Y,type1,0,1,2,1,TA,4,0,OT,type1,1,TA,TA,Y,OT,old,Family,85400,train,7.426549072,6.894670039,6.180016654,40,40,11.35510138
432,50,RM,Pave,OT,IR,Bnk,Other,OldTown,Artery,Type1,Type1,6,7,Other,type2,type2,TA,type1,TA,TA,No,0,Gd,Y,type1,0,1,4,1,TA,7,0,OT,OT,0,OT,OT,N,MnPrv,old,Family,79900,train,8.628018747,7.088408779,6.992096427,91,13,11.28853113
433,160,RM,Pave,OT,Reg,Low,Other,BrDale,Norm,Type1,Type2,5,5,Other,type3,type3,TA,CBlock,TA,TA,No,471,Ex,Y,type1,1,1,2,1,TA,6,0,OT,type1,2,TA,TA,Y,OT,old,Normal,122500,train,7.560080465,7.218909708,6.639875834,40,40,11.71586631
434,60,RL,Pave,OT,IR,Low,Other,Gilbert,Norm,Type1,Type2,6,5,Other,type3,type3,TA,PConc,Gd,TA,No,0,Ex,Y,type1,0,2,3,1,TA,7,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,181000,train,9.29090602,7.380255788,6.830874235,14,13,12.10625231
435,180,RM,Pave,OT,Reg,Low,Other,MeadowV,Norm,Type2,Type1,4,7,Other,type3,type3,TA,CBlock,Gd,TA,Mn,495,Gd,Y,type1,1,1,1,1,TA,3,0,OT,OT,0,OT,OT,Y,OT,old,Normal,81000,train,7.544332108,6.445719819,6.445719819,39,39,11.30220443
436,60,RL,Pave,OT,IR,Low,CulD,CollgCr,Pos,Type1,Type2,7,6,Other,type3,type3,Gd,PConc,Gd,TA,Mn,385,Ex,Y,type1,1,2,3,1,Gd,6,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,212000,train,9.274910143,7.41517511,6.717804695,15,15,12.26434155
437,50,RM,Pave,OT,Reg,Low,Other,OldTown,Norm,Type1,Type1,6,8,Other,type2,type2,TA,type1,Fa,TA,No,0,TA,Y,type2,0,1,2,1,TA,6,0,OT,type1,2,TA,TA,Y,OT,old,Normal,116000,train,8.38935982,7.019296654,6.598509029,91,61,11.66134547
438,45,RM,Pave,OT,Reg,Low,Other,BrkSide,Norm,Type1,Type1,6,7,Other,type2,type2,Gd,PConc,TA,TA,No,0,Gd,Y,type1,0,1,2,1,TA,4,0,OT,type1,1,TA,TA,Y,OT,old,Normal,119000,train,8.699514748,6.80682936,6.80682936,85,7,11.68687877
439,30,RL,Pave,OT,Reg,Low,Other,Crawfor,Norm,Type1,Type2,5,6,Other,type2,type2,TA,PConc,TA,TA,No,365,TA,N,type1,0,1,2,1,Gd,4,1,Gd,type1,1,Gd,TA,P,MnPrv,old,Normal,90350,train,8.361708289,6.542471961,6.542471961,98,9,11.4114463
440,50,RL,Pave,Gr,Reg,Low,Other,Edwards,Norm,Type1,Type1,6,8,Other,type2,type2,TA,type1,TA,Fa,Mn,0,Gd,Y,type1,0,1,3,1,Gd,7,0,OT,type1,2,TA,TA,Y,GdPrv,old,Normal,110000,train,9.421735176,7.086737935,6.527957918,91,11,11.60823565
441,20,RL,Pave,OT,Reg,Low,Other,NridgHt,Norm,Type1,Type2,10,5,Hip,type3,type3,Ex,PConc,Ex,TA,Gd,1767,Ex,Y,type1,1,2,2,1,Ex,10,2,Gd,Attchd,3,TA,TA,Y,OT,old,Normal,555000,train,9.644133752,7.784057003,7.784057003,3,3,13.22672339
442,90,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type2,Type2,4,4,Other,type3,type3,TA,CBlock,TA,TA,No,133,TA,N,type2,0,2,4,2,Fa,8,0,OT,OT,0,OT,OT,Y,OT,old,Normal,118000,train,9.40162167,7.272398393,7.272398393,56,56,11.6784399
443,50,RM,Pave,OT,Reg,Low,Other,BrkSide,Norm,Type1,Type1,5,7,Other,type2,type2,TA,PConc,TA,TA,No,0,TA,Y,type1,0,2,3,1,TA,8,1,Gd,type1,2,TA,TA,P,OT,old,Normal,162900,train,8.738735461,7.360739903,7.028201432,81,19,12.0008918
444,120,RL,Pave,OT,Reg,Low,Other,Blmngtn,Norm,Type1,Type2,7,5,Other,type2,type2,Gd,PConc,Ex,TA,Mn,0,Ex,Y,type1,0,2,2,1,Gd,6,1,Gd,Attchd,3,TA,TA,Y,OT,New,Partial,172500,train,8.274357007,7.137278437,7.137278437,5,4,12.05815252
445,60,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,No,642,Ex,Y,type1,1,2,4,1,Gd,8,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,210000,train,9.076808979,7.553810852,6.838405201,17,16,12.25486281
446,20,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type2,6,5,Hip,type2,type2,TA,CBlock,TA,TA,No,0,Fa,Y,type1,0,1,3,1,TA,7,1,Gd,Attchd,2,TA,TA,Y,MnPrv,old,Normal,127500,train,9.19573422,7.431891917,7.431891917,55,55,11.75587164
447,20,RL,Pave,OT,IR,Low,Other,NAmes,Pos,Type1,Type2,6,6,Other,type3,type3,Gd,CBlock,TA,TA,No,247,Ex,Y,type1,0,2,2,1,Gd,6,1,Gd,Attchd,2,TA,TA,Y,OT,old,Normal,190000,train,9.710630694,7.543273347,7.543273347,45,9,12.15477935
448,60,RL,Pave,OT,IR,Low,Other,Gilbert,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,No,0,Gd,Y,type1,0,2,4,1,Gd,10,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,199900,train,9.324918277,7.542213463,6.862757913,13,12,12.20557252
449,50,RM,Pave,OT,Reg,Bnk,Other,IDOTRR,Norm,Type1,Type1,6,6,Other,type2,type2,TA,type1,TA,TA,No,0,TA,Y,type1,0,2,3,1,TA,7,1,Gd,type1,1,TA,TA,N,OT,old,Normal,119500,train,9.059517482,7.226936019,6.65929392,74,61,11.69107165
450,50,RM,Pave,OT,Reg,Low,Other,OldTown,Norm,Type1,Type1,3,7,Other,type2,type2,TA,CBlock,TA,TA,No,331,Ex,Y,type1,0,1,2,1,TA,6,0,OT,type1,1,TA,TA,Y,OT,old,Normal,120000,train,8.699514748,7.075808864,6.520621128,63,9,11.69524702
451,30,RM,Pave,OT,Reg,Low,Other,OldTown,Norm,Type1,Type2,6,8,Hip,type2,type2,TA,type1,TA,TA,No,0,Ex,Y,type2,0,1,2,1,Gd,5,0,OT,type1,1,Fa,Fa,N,OT,old,Normal,110000,train,8.645410489,6.70073111,6.70073111,81,6,11.60823565
452,20,RL,Pave,OT,IR,Low,Other,ClearCr,Norm,Type1,Type2,7,5,Other,type3,type3,TA,CBlock,Gd,TA,Gd,655,TA,Y,type1,1,2,2,1,Gd,5,2,TA,Attchd,2,TA,TA,Y,OT,old,Normal,280000,train,11.16706328,7.334981879,7.334981879,36,36,12.54254488
453,60,RL,Pave,OT,IR,Low,Other,Timber,Norm,Type1,Type2,6,5,Hip,type3,type3,Gd,PConc,Ex,TA,No,742,Ex,Y,type1,1,2,3,1,TA,7,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,204000,train,9.138092208,7.470793774,6.788971743,15,14,12.22587527
454,60,FV,Pave,OT,Reg,Low,Other,Somerst,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Gd,TA,No,0,Ex,Y,type1,0,2,3,1,Gd,6,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,210000,train,9.104979856,7.371489295,6.666956792,3,3,12.25486281
455,90,RL,Pave,OT,Reg,Low,Other,Mitchel,Norm,Type2,Type2,5,5,Other,type3,type3,TA,CBlock,TA,TA,No,1606,TA,Y,type1,2,2,4,2,TA,8,0,OT,type1,2,TA,TA,Y,OT,old,Family,188000,train,9.137447047,7.454719949,7.454719949,35,35,12.14419724
456,20,RL,Pave,OT,Reg,Low,Other,NWAmes,Norm,Type1,Type2,7,6,Hip,type3,type3,TA,CBlock,TA,TA,No,916,Fa,Y,type1,0,1,3,1,TA,6,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,175500,train,9.169518378,7.124478263,7.124478263,38,38,12.07539432
457,70,RM,Pave,Gr,Reg,Low,Other,OldTown,Norm,Type1,Type2,5,5,Other,type1,type1,TA,type1,TA,TA,No,0,Fa,N,type1,0,1,4,1,TA,7,0,OT,type1,3,Fa,Fa,Y,OT,old,Family,98000,train,8.427487278,7.203405521,6.436150368,95,61,11.49272276
458,20,RL,Pave,OT,IR,Low,CulD,ClearCr,Norm,Type1,Type2,4,6,Other,type3,type3,TA,CBlock,Gd,TA,Gd,1116,Ex,Y,type1,1,1,2,1,Gd,6,2,Gd,Attchd,2,TA,TA,Y,OT,old,Normal,256000,train,10.88232107,7.416378479,7.416378479,57,17,12.45293272
459,70,RM,Pave,Gr,Reg,Low,Other,OldTown,Norm,Type1,Type2,8,7,Hip,type2,type2,TA,PConc,TA,TA,No,0,Fa,Y,type1,0,1,3,1,Gd,7,1,Gd,type1,1,TA,TA,Y,MnPrv,old,Normal,161000,train,8.536995819,7.418180823,6.725033642,86,15,11.98915964
460,50,RL,Pave,OT,IR,Bnk,Other,BrkSide,Norm,Type1,Type1,5,4,Other,type2,type2,TA,CBlock,TA,TA,No,185,TA,Y,type1,1,1,3,1,Gd,5,1,TA,type1,1,TA,TA,Y,OT,old,Normal,110000,train,8.855805993,7.092573716,6.886531643,61,61,11.60823565
461,60,FV,Pave,OT,IR,Low,Other,Somerst,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Gd,TA,No,544,Ex,Y,type1,1,2,3,1,TA,8,0,OT,BuiltIn,2,TA,TA,Y,OT,New,Partial,263435,train,8.987696696,7.567862606,6.723832441,2,2,12.48156194
462,70,RL,Pave,OT,Reg,Low,Other,SWISU,Artery,Type1,Type2,7,9,Other,type2,type2,Gd,PConc,Gd,Gd,No,350,Ex,Y,type1,1,1,3,1,Gd,6,0,OT,type1,2,TA,TA,Y,MnPrv,old,Normal,155000,train,8.881836305,7.03438793,6.354370041,75,4,11.9511804
463,20,RL,Pave,OT,IR,Low,Other,Sawyer,Norm,Type1,Type2,5,5,Other,type2,type2,TA,CBlock,TA,TA,No,553,Gd,Y,type1,0,1,3,1,TA,5,1,Po,type1,1,TA,TA,Y,GdWo,old,Normal,62383,train,9.021719013,6.761572769,6.761572769,46,46,11.04104808
464,70,RL,Pave,OT,IR,Low,Other,Crawfor,Norm,Type1,Type2,6,7,Hip,type2,type2,TA,CBlock,TA,TA,No,326,Fa,Y,type2,0,1,3,1,TA,6,1,Gd,type1,1,TA,TA,Y,OT,old,Normal,188700,train,9.391661428,7.414572881,6.744059186,77,16,12.14791373
465,20,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,5,5,Other,type3,type3,TA,CBlock,Gd,TA,No,616,TA,Y,type1,0,2,3,1,TA,5,0,OT,OT,0,OT,OT,Y,OT,old,Normal,124000,train,9.039552051,6.946975992,6.946975992,33,33,11.72803685
466,120,RM,Pave,OT,Reg,Low,Other,Blmngtn,Norm,Type1,Type2,7,5,Hip,type3,type3,Gd,PConc,Gd,TA,No,0,Ex,Y,type1,0,2,2,1,Gd,6,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,178740,train,8.030084094,7.254177847,7.254177847,7,7,12.09368752
467,20,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type2,7,5,Other,type3,type3,TA,CBlock,TA,Gd,Gd,778,TA,Y,type1,1,1,2,1,TA,5,1,Po,Attchd,2,TA,TA,Y,GdWo,old,Normal,167000,train,9.271247307,7.152268856,7.152268856,41,41,12.02574909
468,70,RL,Pave,OT,Reg,Low,Other,NAmes,Artery,Type1,Type2,5,7,Other,type2,type2,TA,CBlock,TA,TA,No,386,Ex,Y,type1,0,1,3,1,Gd,7,2,Gd,Attchd,1,TA,TA,Y,OT,old,Normal,146500,train,9.156939595,7.404887576,6.788971743,69,16,11.89478071
469,20,RL,Pave,OT,IR,Low,Other,NridgHt,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Gd,TA,No,0,Ex,Y,type1,0,2,3,1,Gd,7,1,Gd,Attchd,3,TA,TA,Y,OT,old,Normal,250000,train,9.343821763,7.398786275,7.398786275,5,5,12.4292162
470,60,RL,Pave,OT,IR,Low,Other,SawyerW,Norm,Type1,Type2,6,5,Other,type3,type3,Gd,PConc,Gd,TA,No,426,Ex,Y,type1,0,2,3,1,Gd,7,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,187000,train,9.136801469,7.44424865,6.723832441,18,18,12.1388639
471,120,RL,Pave,OT,IR,Low,Other,StoneBr,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,368,TA,Y,type1,1,1,1,1,Gd,4,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,212000,train,8.827614751,7.314552832,7.314552832,26,26,12.26434155
472,60,RL,Pave,OT,Reg,Low,Other,NWAmes,Pos,Type1,Type2,7,6,Other,type2,type3,TA,CBlock,Gd,TA,No,0,TA,Y,type1,0,2,3,1,TA,8,1,Gd,Attchd,2,TA,TA,Y,OT,old,Normal,190000,train,9.388653907,7.585281079,7.057036982,34,34,12.15477935
473,180,RM,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type2,6,5,Other,type3,type3,TA,PConc,Gd,TA,Gd,459,Ex,Y,type1,1,1,2,1,TA,5,0,OT,type1,2,TA,TA,Y,OT,old,Normal,148000,train,8.209308412,6.977281342,6.977281342,6,6,11.90496755
474,20,RL,Pave,OT,IR,Low,Other,NridgHt,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Ex,TA,Gd,1350,Ex,Y,type1,1,2,2,1,Gd,7,1,Ex,Attchd,3,TA,TA,Y,OT,New,Partial,440000,train,9.61427097,7.588829878,7.588829878,5,4,12.99453001
475,120,RL,Pave,OT,Reg,Low,Other,StoneBr,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,1196,Ex,Y,type1,1,2,2,1,Ex,6,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,251000,train,8.581106517,7.409741954,7.409741954,11,11,12.43320822
476,20,RL,Pave,OT,Reg,Low,Other,Sawyer,Norm,Type1,Type2,5,6,Hip,type3,type3,TA,CBlock,TA,TA,No,630,TA,Y,type1,1,1,2,1,TA,5,0,OT,type1,2,TA,TA,Y,OT,old,Normal,132500,train,9.045465729,6.877296072,6.877296072,48,48,11.79433792
477,20,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,6,5,Other,type3,type3,TA,PConc,Gd,TA,Gd,994,Ex,Y,type1,1,2,3,1,Gd,7,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,208900,train,9.482274088,7.308542798,7.308542798,14,13,12.24961095
478,60,RL,Pave,OT,Reg,Low,Other,NridgHt,Norm,Type1,Type2,9,5,Hip,type3,type3,Ex,PConc,Gd,TA,Mn,0,Ex,Y,type1,0,2,3,1,Ex,9,1,Gd,BuiltIn,3,TA,TA,Y,OT,old,Normal,380000,train,9.524640032,7.879669915,7.634820678,5,5,12.84792653
479,20,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,8,5,Hip,type3,type3,Gd,PConc,Ex,TA,Gd,1288,Ex,Y,type1,1,2,3,1,Gd,7,1,Gd,Attchd,3,TA,TA,Y,OT,old,Normal,297000,train,9.272093768,7.448916103,7.448916103,4,3,12.60148742
480,30,RM,Pave,OT,Reg,Bnk,Other,OldTown,Norm,Type1,Type2,4,7,Hip,type2,type2,TA,type1,Fa,TA,No,168,TA,Y,type1,0,1,2,1,TA,7,0,OT,type1,2,TA,TA,Y,MnPrv,old,Family,89471,train,8.686935966,7.030857476,7.030857476,74,11,11.40166983
481,20,RL,Pave,OT,IR,Low,Other,NridgHt,Norm,Type1,Type2,9,5,Hip,type3,type3,Gd,PConc,Ex,TA,Gd,1261,Ex,Y,type1,1,2,3,1,Gd,8,1,Gd,Attchd,3,TA,TA,Y,OT,old,Normal,326000,train,9.682404377,7.522940918,7.522940918,7,6,12.69465266
482,20,RL,Pave,OT,IR,Low,Other,NridgHt,Norm,Type1,Type2,9,5,Hip,type3,type3,Gd,PConc,Ex,TA,Gd,1567,Ex,Y,type1,1,2,2,1,Ex,6,1,Gd,Attchd,3,TA,TA,Y,OT,old,Normal,374000,train,9.379745537,7.491087594,7.491087594,8,7,12.83201108
483,70,RM,Pave,Pa,Reg,Low,Other,OldTown,Norm,Type1,Type2,7,8,Other,type2,type2,Gd,PConc,TA,TA,No,299,Ex,Y,type1,1,1,4,1,Ex,7,1,Gd,Attchd,1,Fa,Fa,Y,OT,old,Normal,155000,train,7.824046011,7.509883061,6.820016365,96,6,11.9511804
484,120,RM,Pave,OT,Reg,Low,Other,Mitchel,Norm,Type2,Type2,6,5,Hip,type3,type3,TA,PConc,Ex,TA,No,897,Ex,Y,type1,1,2,2,1,TA,5,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,164000,train,8.411832676,7.103322063,7.103322063,13,13,12.00762171
485,20,RL,Pave,OT,IR,Low,Other,Sawyer,Norm,Type1,Type2,5,7,Other,type3,type3,TA,CBlock,TA,TA,No,588,Gd,Y,type1,1,1,3,1,Gd,6,0,OT,type1,1,TA,TA,Y,OT,old,Normal,132500,train,8.956479848,6.906754779,6.906754779,49,10,11.79433792
486,20,RL,Pave,OT,Reg,Low,Other,NAmes,Norm,Type1,Type2,5,7,Other,type2,type2,Gd,CBlock,TA,TA,No,607,Gd,Y,type1,0,1,3,1,Gd,5,1,Gd,Attchd,1,TA,TA,Y,OT,old,Normal,147000,train,9.169518378,7.014814351,7.014814351,61,4,11.89818787
